  1.4223820e-001  4.5682980e-001  7.3930223e+000
  2.0918404e+000  1.5663899e+000  7.2597831e+000
  1.6268517e+000  6.4430342e+000 -8.7718722e-001
  2.1703214e+000 -3.5771956e-001  1.2963149e+000
  2.1773008e+000  2.4514216e+000  5.2728224e+000
  1.5162926e-001  5.7190386e+000  2.8921295e+000
  3.5915130e+000  6.1747218e-001 -1.7296006e+000
  3.8987072e-001  2.7533907e+000  6.8184542e+000
  4.0823674e-001  6.4992005e+000  2.9510271e+000
  1.7357545e+000  7.1829110e-001  7.3330277e+000
 -1.5901104e-001  3.3726215e+000  5.1912092e+000
  1.5145059e+000  5.3916437e+000  9.7101075e-001
  4.4127553e+000  1.2105106e+000  6.6176146e+000
  1.3078026e+000  1.0271384e+000  2.0069108e+000
  1.7766884e+000  1.3346314e+000  9.2890354e+000
  1.3887868e+000  6.9496683e-001  2.8297106e+000
  1.4225348e+000  1.8502454e+000  5.3600810e+000
  8.6293377e-001  3.2729347e+000  7.7341887e+000
  9.6910563e-001  2.6326489e+000  8.9543064e+000
  3.5496242e-001  2.6265531e+000  7.7771092e+000
  2.6817135e-002 -2.9548162e-001 -1.4534994e+000
  3.3912110e-002  1.9206874e+000 -3.3658489e+000
 -8.3642106e-001 -1.0840271e+000  2.2938129e+000
  2.1994209e+000  1.9336561e+000  1.3759035e+000
  9.3258540e-001  6.5120202e+000  3.6370957e+000
  1.1884081e+000  2.5694784e+000 -1.5887162e+000
 -1.3702372e+000 -2.0641422e+000  6.6607484e+000
  6.3521480e-001  7.3447583e-001  2.3323378e+000
  1.1805802e+000  3.7942228e+000 -6.9146525e-001
  1.1253726e+000  3.6147734e+000 -1.9603767e-001
 -1.0091152e+000  2.4863304e+000  3.4483935e+000
  3.6077879e+000  1.8935569e+000  2.9559003e+000
  4.8327129e-001  4.4146346e+000  3.3323651e+000
